Time,X,Y,Z,u,v,w,p,q,r,phi (rad),theta (rad),psi (rad),u_p (controller),u_q (controller),u_r (controller),f_x (controller),f_y (controller),f_z (controller),u_p,u_q,u_r,f_x,f_y,f_z,backward_Mx,backward_My,backward_Mz,nominal_Mx,nominal_My,nominal_Mz
0.85,0.010132701136171818,-0.0034922813065350056,-0.13552890717983246,0.07553324848413467,-0.012339072301983833,0.11767998337745667,-0.01686040312051773,0.298054963350296,0.006443397141993009,0.0003175743610950793,0.03222156209947387,-0.015251640811645048,-1.318410795647651e-06,0.002412989269942045,0.00047415049630217254,0.0,0.0,-0.0010000000474974513,39.3671345252231,-26.70718492060886,-3.095914338052089,0.0,0.0,193.75443562821854,-2.630093821808225,42.6601871945926,5.046665656332323,39.36490309330746,-26.71312197728759,-3.099397459310202
0.9,0.016344105824828148,-0.00035512831527739763,-0.11243819445371628,0.11866363883018494,-0.006105971988290548,0.22497358918190002,-0.06486209481954575,0.34678128361701965,0.017129350453615147,-0.0022979616885896587,0.056191442620231194,-0.014808283513981953,-0.002159633208066225,0.002583407564088702,0.00033681417698971927,0.0,0.0,-0.0010000000474974513,40.56856343482543,-24.428706114988877,-2.7033019549842034,0.0,0.0,194.89770737237683,-7.287822142096539,36.40674964497052,9.365979379059397,40.5663408346671,-24.44820650598569,-2.7094053822727093
0.95,0.019138414412736893,0.000416592723922804,-0.10424569249153137,0.13515432178974152,-0.004346572328358889,0.2612335681915283,-0.11734502762556076,0.35507461428642273,0.028729517012834504,-0.004330349183910386,0.06456551115171626,-0.014406469731570018,-0.002159633208066225,0.002583407564088702,0.00033681417698971927,0.0,0.0,-0.0010000000474974513,40.48159337152374,-21.692100143212695,-2.2787979271770906,0.0,0.0,194.5680839237883,-7.962920193030088,6.2199642402248685,10.064633940631683,40.479701599067475,-21.72139072311497,-2.2848535736489612
1.0,0.03006133995950222,0.0028202978428453207,-0.07531187683343887,0.19128303229808807,0.0023239394649863243,0.3641112446784973,-0.18155230581760406,0.36145883798599243,0.049310240894556004,-0.014892741184257832,0.09193694281806707,-0.011776650775859765,-0.002159633208066225,0.002583407564088702,0.00033681417698971927,0.0,0.0,-0.0010000000474974513,39.7156938019142,-19.832466805188403,-1.7994803243869293,0.0,0.0,195.30387782530096,-9.734196741418714,4.834994202658251,17.905802602158087,39.71419035078646,-19.86745582120672,-1.8067276439062943
1.05,0.03546389564871788,0.004008186049759388,-0.061763275414705276,0.2167702615261078,0.00495176250115037,0.402230441570282,-0.24307967722415924,0.3615109324455261,0.07749607414007183,-0.018815224180210484,0.09932921808956288,-0.010710244031853942,-0.002159633208066225,0.002583407564088702,0.00033681417698971927,0.0,0.0,-0.0010000000474974513,36.0404603810222,-16.700405894180076,-1.1402585209991725,0.0,0.0,196.4687448729851,-9.31237819100338,0.17774856274302472,24.53434378867098,36.03952292741598,-16.729352644022182,-1.1453402943188498
1.1,0.054140571504831314,0.006985856220126152,-0.021686101332306862,0.2925809621810913,0.016109399497509003,0.49866530299186707,-0.31920406222343445,0.35179954767227173,0.11224950850009914,-0.04077169213913251,0.12965607915544777,-0.0043108040889748515,-0.002159633208066225,0.002583407564088702,0.00033681417698971927,0.0,0.0,-0.0010000000474974513,31.703619857655145,-13.90301225539803,-0.3338997859629127,0.0,0.0,199.7164945155986,-11.514831676520018,-6.990333647284872,30.227642870067417,31.703343825044847,-13.914245666274232,-0.3361114198528848
1.15,0.06128599867224693,0.007850500755012035,-0.008325403556227684,0.31732553243637085,0.021277446299791336,0.5269905924797058,-0.3709334135055542,0.3405367434024811,0.12751111388206476,-0.04595183189509999,0.1353309264037052,-0.002685682857740594,-0.002159633208066225,0.002583407564088702,0.00033681417698971927,0.0,0.0,-0.0010000000474974513,24.785167372115225,-10.195878145201622,0.4098136202629916,0.0,0.0,204.6538429897357,-7.801201843236192,-8.064727551297524,12.815984267474075,24.785451416763266,-10.182072442247136,0.41233556669863525
1.2,0.08801236003637314,0.01194617711007595,0.039288733154535294,0.401042640209198,0.04660709574818611,0.6145711541175842,-0.45345696806907654,0.3280180096626282,0.1675014644861221,-0.07827755349860735,0.16455357990059952,0.007849425913311494,0.00028867932269349694,0.0008827096316963434,0.0004904450615867972,0.0,0.0,-0.0010000000474974513,15.970709646912725,-6.000964864143255,1.4230762482095072,0.0,0.0,214.45142719916186,-12.46556052792063,-8.791707918732858,34.66640647681165,15.971686539788097,-5.94293560451778,1.4355917683116255
1.25,0.10031408071517944,0.014580689370632172,0.06348510831594467,0.43802788853645325,0.06185765936970711,0.6533578634262085,-0.5131677985191345,0.3180866241455078,0.19669242203235623,-0.08544303817302935,0.17000595798379334,0.01024775594835358,0.00028867932269349694,0.0008827096316963434,0.0004904450615867972,0.0,0.0,-0.0010000000474974513,4.06668340713898,-0.2988433869100362,2.402088550088539,0.0,0.0,225.64190761656616,-8.987203603911443,-6.67484506052682,24.979531973327898,4.06827286534647,-0.19053178867365717,2.4247969456415928
1.3,0.1313427835702896,0.021979739889502525,0.1168610230088234,0.5523287653923035,0.1378490924835205,0.7337642908096313,-0.5382653474807739,0.28737032413482666,0.2022534906864166,-0.12753931800049742,0.19755610827058348,0.024625220416516793,0.0006667331326752901,0.0027121773455291986,-6.71170637360774e-05,0.0,0.0,-0.0010000000474974513,-7.756454564356442,5.472995532682867,3.4987947455199997,0.0,0.0,241.60449663993705,-3.7322946974993325,-22.142733353060052,4.023435183571897,-7.754356353452027,5.63163990510488,3.5400112741012566
1.35,0.14423297345638275,0.026073092594742775,0.13721798360347748,0.6007404327392578,0.17633482813835144,0.7714126110076904,-0.3682404160499573,0.2603640556335449,0.18509860336780545,-0.1348416105778078,0.20241703106688297,0.027143612117344684,0.0006667331326752901,0.0027121773455291986,-6.71170637360774e-05,0.0,0.0,-0.0010000000474974513,-5.774610018811696,7.133427487779088,4.3605527752734075,0.0,0.0,254.2603658351587,25.912223670236354,-19.671337572372135,-15.821160406862466,-5.77226079229685,7.262710378993143,4.401973527738088
1.4,0.1911836713552475,0.044432274997234344,0.20320551097393036,0.7665863037109375,0.3149693012237549,0.9204124212265015,-0.1140616163611412,0.190787747502327,0.15081401169300077,-0.15439593370940832,0.22376278794861446,0.0389201185677072,-0.00046225206460803747,0.00232238438911736,5.2884668548358604e-05,0.0,0.0,-0.0010000000474974513,-4.468986561446034,8.452706109338816,5.290178913100979,0.0,0.0,266.51412450260375,38.67603587382747,-51.846722771135376,-30.60848327413037,-4.4668777741626,8.489886167838444,5.3195997342412795
1.45,0.21942393481731415,0.05745154246687889,0.24038252234458923,0.8581404685974121,0.39082416892051697,1.0113948583602905,-0.03127377852797508,0.1441473960876465,0.1311811953783035,-0.15561067464058007,0.22756980407906774,0.04126976459389092,0.00036107146297581494,0.0024229821283370256,0.00010076272155856714,0.0,0.0,-0.0010000000474974513,-3.0943606844455758,8.481266454489246,5.963960534449718,0.0,0.0,272.1625014292512,12.610602738017066,-34.81010684849627,-17.480396504522613,-3.09252445095247,8.481544132317193,5.984861203571238
1.5,0.28228557109832764,0.08923979103565216,0.31890496611595154,1.039961338043213,0.533599853515625,1.2004610300064087,0.07283562421798706,0.07582268863916398,0.09194028377532958,-0.152137159096718,0.2377835286621051,0.04912017739749647,0.00036107146297581494,0.0024229821283370256,0.00010076272155856714,0.0,0.0,-0.0010000000474974513,-1.8019115142887037,8.258651547079094,6.6856639957799535,0.0,0.0,278.87865525629775,15.834528263890578,-51.08790987507837,-34.85231098754515,-1.800781258182234,8.201559518655648,6.690185875994815
