Time,X,Y,Z,u,v,w,p,q,r,phi (rad),theta (rad),psi (rad),u_p (controller),u_q (controller),u_r (controller),f_x (controller),f_y (controller),f_z (controller),u_p,u_q,u_r,f_x,f_y,f_z,backward_Mx,backward_My,backward_Mz,nominal_Mx,nominal_My,nominal_Mz
0.0,-0.004443404730409384,0.0023130723275244236,-0.14535585045814514,0.0023956040386110544,-0.012141126208007336,-0.10452833771705627,-0.004851358477026224,0.0005640047602355473,-0.006319998763501644,-0.006569889585122074,-0.0009297487519841226,-0.00197204255954293,0.00716978358104825,-0.0016009592218324542,2.5495468435110524e-05,0.0,0.0,-0.0010000000474974513,-0.007031174213504447,-0.0005975756082086264,-3.7606582160502764e-06,0.0,0.0,0.012937974117634355,-1.353702879375957,2.0978168157872465,-4.292757264563937,-0.007031173519577834,-0.0005972691475573344,-3.758640816056409e-06
0.1,-0.004039710387587547,0.0025782629381865263,-0.14560505747795105,0.0029978500679135323,-0.011213722638785839,-0.1139824390411377,0.002982520032674074,0.004335346166044474,-0.002370549831539393,-0.006581741235044561,-0.000899586582112797,-0.002091749743506459,0.005429971497505903,0.000316122779622674,0.0005501987179741263,0.0,0.0,-0.0010000000474974513,6.982571583792687,-9.611263727281058,-2.7682760800704154,0.0,0.0,86.81576536344275,1.1907349399155898,2.8172441376043684,3.5111370355423355,6.982518077338151,-9.609503219791183,-2.768261957697683
0.2,-0.00399329699575901,0.0022542886435985565,-0.15052545070648193,0.0037868903018534184,-0.009451868012547493,-0.10973775386810303,-0.002888479270040989,0.0008544125594198706,0.001874167239293456,-0.006590207175791252,-0.0007254426802612411,-0.002197771778936569,0.0041105602867901325,-0.00015567976515740156,0.00027734675677493215,0.0,0.0,-0.0010000000474974513,9.254531991937643,-12.626967470307665,-2.963725030933676,0.0,0.0,92.94522286582773,-0.8923896201496102,-2.6002175067035527,3.7735387916502554,9.25452093889818,-12.628722362446185,-2.9637364099831904
0.3,-0.0014177256962284446,0.0033421083353459835,-0.14176656305789948,0.002480489434674382,-0.0076311444863677025,-0.11158966273069382,0.004630139097571373,-0.0017449876759201286,0.002157071838155389,-0.006553717400284532,-0.0006329806264758976,-0.0022828034756231692,0.006628965958952904,-0.002458298811689019,0.0003736163198482245,0.0,0.0,-0.0010000000474974513,9.627764927260097,-13.06223608414957,-3.1381222619817013,0.0,0.0,98.41448513907184,1.1428246469065204,-1.9418255839883403,0.25145411515106303,9.627787653288424,-13.05934190251385,-3.138103659291914
0.4,0.0019250777550041676,0.004871361423283815,-0.13021720945835114,0.007168665993958712,-0.003355365712195635,-0.09834826737642288,0.0037585138343274593,0.001621630508452654,0.0015922075835987923,-0.00625062150204621,-0.0004536388828530933,-0.0024520472460559614,0.008988848887383938,-0.0013320010621100664,-0.0010433527640998363,0.0,0.0,-0.0010000000474974513,9.97852953703802,-13.180487527935096,-3.320807315557828,0.0,0.0,104.14366137548215,-0.1324833736122763,2.514819679183193,-0.5021280575226482,9.978507479027524,-13.178068250052117,-3.3207914439888384
0.5,0.005002145189791918,0.006252517458051443,-0.12285151332616806,0.006639889441430569,-0.0025892446283251047,-0.09252804517745972,0.002171889878809452,-0.0014933364000171425,-0.0009655455942265687,-0.005939228159444977,-0.0003969462684924646,-0.0025576527066850517,0.007849401794373989,9.23548941500485e-05,0.00042630740790627897,0.0,0.0,-0.0010000000474974513,10.137992830323968,-13.90656995644561,-3.5330578116496296,0.0,0.0,110.8000378801363,-0.24116479376291505,-2.3268648253042925,-2.2738618730919122,10.138013750266593,-13.90512635074736,-3.5330494900349723
0.6,0.007257728837430477,0.00714426813647151,-0.11937902867794037,0.005317200906574726,-0.002674718853086233,-0.0912114754319191,0.0030131826642900705,-0.0007815985009074211,0.00022713415091857325,-0.005764267157719519,-0.0005957504674615104,-0.002700076607086357,0.005009608808904886,-0.0021508438512682915,0.0005357334157451987,0.0,0.0,-0.0010000000474974513,10.448618979723893,-14.46186509611041,-3.7674998891219964,0.0,0.0,118.15236338666615,0.12787625130370317,0.5316631666313859,1.0602782805946638,10.448630232595923,-14.459795862085869,-3.767488077559415
0.7,0.008306179195642471,0.008068765513598919,-0.11158857494592667,0.004137742333114147,-0.0034918184392154217,-0.08835344761610031,9.612203575670719e-05,-0.003295851405709982,-0.001460388419218361,-0.005670215215146767,-0.0005930310086089466,-0.0029089085915806443,0.004132477566599846,-0.002540573477745056,0.0007892718422226608,0.0,0.0,-0.0010000000474974513,10.724122963555354,-15.007514351504494,-4.009996654915277,0.0,0.0,125.75729154468027,-0.4433863807600926,-1.8781458853200201,-1.500209449835217,10.724172159065168,-15.00744558413551,-4.009997671798621
0.8,0.008181259036064148,0.008404960855841637,-0.10731520503759384,0.003534962423145771,-0.003537870943546295,-0.08615636080503464,9.036343544721603e-05,-0.0008318955078721041,0.0041109598241746426,-0.005614302303108904,-0.0005524156931961691,-0.00299704206231677,0.007268574554473162,-0.0013905063970014453,-0.0003761003608815372,0.0,0.0,-0.0010000000474974513,11.030325156946086,-15.582155731831298,-4.287214022207587,0.0,0.0,134.45109063727935,-0.0008801634894379545,1.8405723178739581,4.952928141097411,11.030337617975263,-15.58209110108178,-4.287213986544468
0.9,0.008200676180422306,0.0084082605317235,-0.10782081633806229,0.005322542041540146,-0.00449433783069253,-0.08823518455028534,0.007783286273479462,0.0023075588978826995,-0.00281225610524416,-0.00558315969732277,-0.0005925816166138818,-0.003062687806580816,0.006101470440626144,-0.0014381627552211285,-0.0004694515373557806,0.0,0.0,-0.0010000000474974513,11.64848274082376,-15.904868497897453,-4.585315821623561,0.0,0.0,143.80192519351715,1.1693150563667312,2.345333760039135,-6.154632096923919,11.648446252288764,-15.898966205902301,-4.585281243691395
1.0,0.008477553725242615,0.008132467977702618,-0.11066940426826477,0.0070513575337827206,-0.004959429614245892,-0.08846596628427505,0.000728697283193469,0.0028491904959082603,-6.459446012741304e-06,-0.005470549997863044,-0.0008400924816635452,-0.003116834949559903,0.006222243420779705,-0.0010836021974682808,-0.0007412891718558967,0.0,0.0,-0.0010000000474974513,11.835078984144939,-17.08031172640371,-4.914524083867757,0.0,0.0,154.4743892683351,-1.0722975526574239,0.40459883841554206,2.4943655834311045,11.835032699272356,-17.079747998878574,-4.914519061908962
1.1,0.00921601615846157,0.00919138453900814,-0.10715198516845703,0.0072773173451423645,-0.006657658610492945,-0.084907166659832,0.003515073098242283,0.004349141847342253,0.0016769268549978729,-0.005391751280649968,-0.0009045302350340958,-0.00297609131163947,0.006006721872836351,-0.002133528236299753,-0.0002825713308993727,0.0,0.0,-0.0010000000474974513,12.601152159043135,-17.953654294725315,-5.229990939330968,0.0,0.0,165.4108139384761,0.4235394802211389,1.1204202169052861,1.4966213825299088,12.601080139605822,-17.95088934648761,-5.229972613988435
1.2,0.00979458075016737,0.010011956095695496,-0.10613449662923813,0.009613783098757267,-0.007633250206708908,-0.07499045133590698,-0.0008989190682768822,0.020316747948527336,-0.001186081790365281,-0.005232190847933214,-0.00034576770781931496,-0.0029999625095252502,0.006720509380102158,-0.0032808042597025633,0.00014028242731001228,0.0,0.0,-0.0010000000474974513,13.736740697773584,-18.811453432429417,-5.529135095881575,0.0,0.0,176.53263990525454,-0.6709610275121024,11.927793899753622,-2.545323351245055,13.736399909857417,-18.812171360551776,-5.529133208413584
1.3,0.011038717813789845,0.010078171268105507,-0.10750798135995865,0.020563049241900444,-0.008307810872793198,-0.044017598032951355,0.008273650892078876,0.08250425010919571,0.0069714295677840606,-0.005186082491931958,0.0035813060002419287,-0.003117633129127702,0.005079423077404499,-0.0012170195113867521,0.00014383262896444649,0.0,0.0,-0.0010000000474974513,15.814517833572836,-17.508054067036582,-5.764764928921175,0.0,0.0,186.3202368024983,1.3950473790215996,46.45363901850349,7.256089135001736,15.813137809032735,-17.50144679967572,-5.764969539973151
