Time,X,Y,Z,u,v,w,p,q,r,phi (rad),theta (rad),psi (rad),u_p,u_q,u_r,t_x,t_y,t_z,backward_Mx,backward_My,backward_Mz,nominal_Mx,nominal_My,nominal_Mz,central_Mx,central_My,central_Mz
4.7,11.3540878295898,-5.92934036254883,7.8233790397644,0.541234887750722,0.0337031958251994,0.451956167989475,-0.0020834484603256,-0.151754528284073,-0.0143807306885719,-0.0104165634330237,0.606219878162733,-2.67625046862854,0.00274940580129623,-0.00526831392198801,0.000251932098763064,0,0,-0.50408548116684,0.214695343373012,-6.1840226870278,0.228013511371018,0.15274590138553,-40.4648893900495,0.104459361539308,-0.0258662511616536,-5.14643805141245,0.258558045277522
4.8,11.313009262085,-5.95241785049438,7.82180309295654,0.898781730771144,0.0456075753694301,0.610894850695279,-0.0058701760135591,-0.420304238796234,-0.0111076431348919,-0.0110427371842622,0.587294587338964,-2.67711808959553,0.000242165755480528,-0.000710691558197141,0.000237695901887491,0,0,-0.50408548116684,-0.248129056805455,-4.10890381229909,0.276346632546545,-0.126833815276814,-37.9779458178756,0.11455392788652,0.222701720295763,-3.18717230005058,0.427370874827527
4.9,11.2838497161865,-5.96868705749512,7.82017087936401,1.07646228491362,0.0515892133504009,0.678782233286752,0.00296590547077358,-0.568366169929504,-0.00443693483248346,-0.0110561596375437,0.569279307442185,-2.67739965528065,0.000242165755480528,-0.000710691558197141,0.000237695901887491,0,0,-0.50408548116684,0.677732153646484,-2.26532872821215,0.603022289657597,0.330083051595497,-32.3937151578459,0.13426098130017,0.401531878989025,-2.37752469982031,-0.0565228285644161
5,11.2091474533081,-6.01024436950684,7.8160138130188,1.42193799643182,0.0646030696991369,0.796283572109693,0.00439715385437012,-0.731094241142273,-0.0126041369512676,-0.010883511599575,0.529924827738797,-2.67764596254406,0.000242165755480528,-0.000710691558197141,0.000237695901887491,0,0,-0.503976881504059,0.174592145292054,-2.48966023562435,-0.707000896568058,0.145655591178068,-22.8817262158626,0.119675425235682,0.706470286768827,-1.83534811375622,-0.00352971584128409
5.1,11.1023769378662,-6.06955146789551,7.81016874313354,1.78428180667941,0.0792469077364271,0.894294564369738,0.0200878698378801,-0.80829131603241,-0.00494521576911201,-0.0100680617900424,0.483295168640546,-2.67789261285248,0.000242165755480528,-0.000710691558197141,0.000237695901887491,0,0,-0.503976881504059,1.19994662009075,-1.1809731912626,0.777162618026593,-0.0565587898045885,-12.2411168261382,0.14378947845932,0.639914267658146,-0.655168653727891,0.314972303993524
5.2,11.0527019500732,-6.09703922271729,7.80569696426392,1.94310253077477,0.0850313474984965,0.902971483520213,0.0207643136382103,-0.816755771636963,-0.0076842769049107,-0.00937725099688776,0.450603385976366,-2.67782342063911,-0.000392941234167665,-0.00342722702771425,-0.000571367098018527,0,0,-0.503976881504059,0.0966553739998864,-0.129278001757561,-0.14293345303454,0.319858374675727,-1.25356498338291,0.148854252053827,-0.0747276460956408,0.507579376725257,0.207999454255285
5.3,10.9393692016602,-6.15974473953247,7.79847574234009,2.22134313273185,0.0971788899059312,0.930511385331796,0.0168460384011269,-0.741970896720886,-0.00252833450213066,-0.00842349300295491,0.403134510118895,-2.67798218403613,-0.000392941234167665,-0.00342722702771425,-0.000571367098018527,0,0,-0.503976881504059,-0.278496336139738,1.14426949337674,0.53248395200391,-0.130049637821214,9.68694004121558,0.151858564892568,-0.179769857548177,2.10005211845589,0.0565790888857154
5.4,10.7920589447021,-6.24134540557861,7.79342603683472,2.50437701272976,0.108597090767016,0.932150610536464,0.0155745856463909,-0.542247116565704,-0.00807891320437186,-0.00724940424649843,0.351045425887699,-2.67785279009699,-0.000392941234167665,-0.00342722702771425,-0.000571367098018527,0,0,-0.504032135009766,-0.0626079275124951,3.05595376716194,-0.443365970869569,-0.171137400082218,17.9734227878257,0.140255033495372,-0.118518091816573,2.00680969582137,0.023692353804576
5.5,10.7206048965454,-6.28093433380127,7.79227447509766,2.60845037442927,0.112780744322636,0.953710927113173,0.0128042008727789,-0.479666352272034,-0.00312199303880328,-0.00697197124005493,0.340708964019421,-2.67786829656839,-0.00151285238098353,-0.00431292364373803,-0.000655842246487737,0,0,-0.504032135009766,-0.19564899361768,0.95754285740833,0.477090746574624,-0.232324064531187,23.9283587720731,0.158876724397959,-0.308533444181841,2.43628176885824,0.393715285527224
5.6,10.5677576065063,-6.36551237106323,7.79162359237671,2.81544476340854,0.119695750893162,0.95692391314333,0.00700742332264781,-0.223786383867264,-4.07862826250219e-05,-0.00642351463912061,0.312584648899001,-2.67802525696332,-0.00151285238098353,-0.00431292364373803,-0.000655842246487737,0,0,-0.504032135009766,-0.432372427467586,3.91496392529663,0.28321850456307,0.0574998767971841,26.5514930687675,0.173921417589988,-0.471443472995403,3.49243428357151,0.103350758481634
5.7,10.4026699066162,-6.45682144165039,7.79247093200684,2.99606005373998,0.126528389902777,1.00112332379356,0.000163164659170434,-0.0231390483677387,-0.00100609799847007,-0.00649563074491436,0.305458815735916,-2.67806408725625,-0.00151285238098353,-0.00431292364373803,-0.000655842246487737,0,0,-0.503856360912323,-0.510410354389578,3.06990446789101,-0.0857938229722275,-0.0119443683210509,25.1019372984299,0.155973183654082,-0.245993633517182,2.75073647132055,0.015368900262802
5.8,10.2035779953003,-6.56713342666626,7.79372930526733,3.18673870732328,0.133341638222192,1.07691366297703,0.000407826126320288,0.135786980390549,0.000304467073874531,-0.00658327249501746,0.309313441951218,-2.67813887053241,-0.00151285238098353,-0.00431292364373803,-0.000655842246487737,0,0,-0.503856360912323,0.0185560274607598,2.43156806243923,0.116180846485605,-0.0864842635030646,21.1786490114417,0.165153257731172,-0.116186015016832,1.75379950473425,0.136537825948273
